Gender,Dob,PIN,Curr_res_yr,Curr_res,Rent,Deps,Marital,Qualification,Credit_score,Religion,Category,Res_stat,Occupation,Salaried,Emp_pin,Curr_emp_yr,Gross_monthly_in,Net_monthly_in,Avg_monthly_exp,Prop,Veh,FD,PPF,PF,Investments,SLIP,Amt,Tenor,Returned
2,1958,110100,46,0,18000,1,0,2,326,2,1,2,0,1,110016,46,99722,55641,26090,165773,155275,45183,25552,54338,242736,182391,1642166,20,1
0,1990,110048,19,2,21000,2,0,2,377,3,0,2,2,4,110038,19,72393,12144,21294,143705,210252,22308,31856,24619,233019,109465,2763995,12,0
2,1996,110009,20,1,0,3,0,1,823,2,0,1,2,2,110058,20,84803,34129,37782,91575,55816,19318,58511,52012,25525,64926,3046917,8,0
2,1977,110006,21,0,5000,7,2,1,420,0,3,2,1,1,110037,21,24997,24683,10809,61220,85044,39567,43125,21533,122619,308538,2516519,10,0
0,1965,110068,11,0,22000,3,0,0,604,3,3,1,1,2,110011,11,129845,17340,17283,25509,81560,53395,56054,13586,203619,337569,2769937,28,0
2,1986,110020,33,0,22000,1,2,2,619,3,0,1,2,4,110032,33,134270,28151,12503,172942,105060,44982,49029,53563,238752,223418,4748507,8,1
0,1971,110097,60,1,6000,8,2,0,683,1,2,0,1,2,110005,60,51777,56585,34722,123987,39835,39161,32263,55069,98911,67474,970427,12,0
0,1957,110036,57,2,17000,9,1,1,667,3,2,0,1,4,110042,57,163424,33560,23743,238251,141466,56600,26251,31053,41121,168840,4006307,28,0
0,1962,110027,11,3,18000,1,2,0,307,2,3,2,0,3,110029,11,30091,13718,33326,80009,104029,30578,41681,13300,123437,496573,3969403,15,0
0,1983,110036,0,1,14000,4,1,0,322,3,0,2,1,3,110031,0,128720,40243,28749,61408,98047,47265,27406,23343,53574,464246,4752767,15,1
1,1972,110057,60,0,5000,6,1,2,770,2,3,2,1,3,110064,60,33713,45157,28809,92674,248205,55457,36433,54189,150077,212944,1705637,20,1
0,1966,110061,8,1,13000,4,2,1,467,0,3,1,0,0,110014,8,192612,49526,19729,193868,54676,53991,33644,20400,195684,346359,4262535,24,0
1,1990,110089,33,0,17000,5,1,2,897,2,3,2,1,1,110047,33,92284,50364,15601,77671,217472,51861,19758,15772,161146,96735,345736,32,1
2,1993,110005,25,2,22000,9,1,0,699,3,2,1,2,4,110004,25,115317,54439,11735,144847,165981,51113,34536,33083,14002,279366,3866536,4,0
2,1960,110017,21,1,22000,7,0,1,593,3,1,1,2,4,110009,21,182939,10528,37560,82679,65263,21409,58450,50381,31555,70023,4473555,20,0
0,1984,110074,39,3,23000,1,1,0,487,3,3,2,1,2,110012,39,204832,15911,58929,51812,157477,33608,22570,54772,173450,344781,1780610,24,1
2,1971,110031,0,1,21000,5,0,2,620,0,3,0,1,0,110072,0,214204,14784,40537,138547,85156,28921,48768,30637,33167,190360,3454678,28,1
2,1966,110011,64,0,16000,3,2,0,804,3,3,1,1,0,110095,64,60409,10525,22763,221045,168384,26800,43846,52274,248482,386009,3296884,10,0
0,1956,110080,60,3,18000,0,1,0,633,1,2,0,0,1,110041,60,67708,36472,49653,233484,53062,55384,57510,41268,163264,211117,4836442,28,1
2,1995,110041,53,1,8000,7,0,1,499,1,3,0,1,3,110053,53,124924,11793,35999,158303,227639,55683,55719,15126,239905,291071,181483,15,0
2,1977,110070,60,2,10000,3,1,1,586,2,2,1,2,2,110070,60,64737,15130,51169,231506,229751,17356,22874,35448,72980,146491,4289457,4,0
1,1991,110026,15,2,12000,7,1,2,387,0,2,2,1,3,110069,15,202197,36242,18570,49228,178228,16147,23419,21711,161836,42304,4348558,4,0
0,1963,110074,49,1,11000,3,2,2,838,3,0,1,1,4,110004,49,124554,27361,14539,227497,226888,30552,34270,57156,49494,275979,4302256,15,1
1,1969,110099,31,1,22000,0,2,0,519,1,1,0,2,0,110029,31,108261,11608,12352,180498,46835,24250,41231,29355,166745,125023,518505,4,1
2,1951,110080,54,1,23000,4,2,2,841,2,0,2,2,1,110089,54,229941,53222,55228,233698,179484,53655,58692,35259,62794,498804,516199,32,0
0,1972,110059,59,1,5000,9,2,2,555,3,0,2,2,3,110044,59,73757,59241,32554,190704,241554,58271,51991,34559,77769,327286,3867800,20,1
2,1993,110075,16,0,23000,8,1,2,580,3,2,2,0,0,110040,16,18163,47929,34770,33964,235682,13823,25369,37516,225741,174247,1069938,10,1
2,1961,110056,16,1,18000,7,1,0,748,0,1,0,0,4,110040,16,46775,43578,30182,93633,182643,24575,20950,12445,46557,461028,4824723,32,1
0,1979,110064,49,2,12000,6,2,0,510,0,0,1,0,4,110003,49,66777,25110,21989,170652,162505,55034,24314,59302,170376,154246,3590645,15,0
2,1964,110003,20,1,9000,3,1,2,539,1,1,0,2,4,110046,20,73842,25533,55663,217680,241183,23363,21878,40024,17736,360057,3043981,15,1
1,1995,110095,0,0,10000,2,1,2,721,0,3,0,1,1,110046,0,35356,58327,14928,72197,38918,18200,54102,44799,108795,230265,1855787,32,0
0,1960,110031,63,2,16000,5,1,1,814,2,0,1,2,0,110052,63,235022,50455,38940,154710,93512,13001,16607,43506,156702,158553,4018376,4,1
0,1998,110011,49,3,12000,4,2,0,552,2,0,1,0,2,110071,49,19216,24945,13318,212528,174146,16128,32498,41603,216453,321336,3440865,24,1
1,1962,110016,51,1,19000,0,0,2,485,2,3,0,1,0,110026,51,60676,19777,27130,82773,189746,53474,52372,29488,188623,312644,4749378,15,0
0,1961,110083,8,2,18000,7,1,0,651,2,0,1,1,0,110049,8,142170,37162,34562,146419,196658,59007,58908,37723,52913,177857,1840177,10,0
0,1984,110015,7,3,11000,1,2,0,784,0,3,2,1,2,110063,7,208144,12135,16419,124985,71559,57080,53272,31993,121904,486142,876353,15,1
1,1954,110096,27,3,21000,1,0,0,595,0,2,0,1,4,110082,27,107099,40736,13779,185449,148743,30233,53653,10639,71394,79913,1264803,32,0
1,1990,110059,62,0,0,1,2,0,855,3,3,0,2,1,110092,62,219275,58543,11114,10831,103173,10974,40260,22301,114904,233261,1326215,12,1
2,1977,110037,9,0,12000,1,2,0,363,2,1,1,0,2,110094,9,237725,18046,50478,120213,50652,11541,47625,46627,59085,236483,2010988,20,1
1,1976,110072,53,3,19000,6,0,0,395,3,1,1,0,1,110051,53,33184,41312,39126,167029,196052,19496,39563,27489,146656,317696,3925748,10,1
2,1986,110007,23,1,11000,4,0,1,477,1,3,2,2,0,110026,23,20671,40274,16047,57104,162428,36621,54030,55319,136760,200880,3735012,32,1
1,1959,110013,56,2,19000,4,2,2,609,3,2,0,2,4,110007,56,10974,29098,37758,215076,86519,35320,49771,47847,86038,68402,4420591,15,0
2,1967,110032,47,1,22000,7,0,0,328,3,1,2,1,3,110035,47,87900,15424,50258,247116,249981,44451,24622,38993,215088,211649,3404755,8,1
1,1974,110055,22,3,9000,5,0,1,420,0,1,2,2,2,110070,22,72372,17579,11486,218696,192081,34188,26624,29857,77085,317528,3807302,15,1
2,1975,110033,11,3,15000,0,0,0,886,1,3,2,1,3,110057,11,169670,46331,51157,81192,80848,56562,19984,54933,147056,285021,4859362,8,0
1,1972,110032,33,1,0,4,1,2,550,0,3,2,1,0,110086,33,218804,19479,39545,88211,112733,39644,56388,45653,37883,105975,905605,8,1
1,1980,110068,56,0,17000,9,0,1,720,1,2,0,2,4,110026,56,128555,43457,34140,71637,82180,22715,45703,26864,150626,346253,638004,32,0
1,1995,110069,30,1,19000,1,0,2,859,3,0,0,2,4,110085,30,49502,42883,30728,142819,185540,53731,30940,37887,224784,476284,2513906,12,1
1,1995,110006,2,0,21000,1,1,1,802,3,1,2,1,0,110029,2,36153,33782,47009,221303,58607,50449,39178,47562,240689,258475,1666905,32,1
2,1952,110053,2,0,5000,5,0,2,773,1,1,0,1,4,110090,2,11013,39054,56161,129014,48830,35672,46947,11154,231026,192544,3941403,20,1
2,1958,110038,61,1,10000,2,0,0,302,0,2,0,0,2,110058,61,163111,14753,43659,92611,65367,17988,32997,31943,17764,237170,2999540,32,1
0,1972,110059,34,0,6000,7,1,1,791,2,1,0,1,2,110040,34,174371,32568,22917,54363,110983,31935,31469,41753,31837,485481,4116092,28,1
0,1972,110076,63,0,11000,8,0,0,478,0,0,0,1,2,110032,63,51200,23545,29511,183567,37399,55181,37289,39749,121424,168299,766139,8,0
1,1983,110008,49,1,11000,1,1,1,380,3,2,1,2,4,110081,49,174799,19653,42540,22782,223857,14202,54187,53134,237148,390583,678393,4,0
1,1977,110084,21,1,7000,0,2,2,524,1,1,1,1,1,110047,21,173172,54080,23629,197439,205972,29207,33288,20386,247588,302253,3088379,10,1
1,1987,110087,0,0,5000,8,2,2,471,3,0,1,2,1,110096,0,79460,36686,37815,28387,121986,35481,36297,25839,112075,387998,4699486,4,0
1,1956,110073,34,2,11000,5,1,1,688,2,2,0,0,2,110028,34,125765,30651,53033,26223,201641,56594,38586,33515,84151,318822,3918813,15,0
2,1955,110040,12,1,23000,0,2,1,467,2,0,2,2,2,110061,12,221194,52804,42229,76111,66920,15374,37207,36064,61880,186035,4149426,10,1
0,1974,110072,25,3,21000,2,1,2,328,1,3,0,2,2,110043,25,128637,28778,12218,95495,65190,18054,33945,14893,134124,275675,3721392,12,1
0,1952,110095,55,2,20000,7,1,1,512,2,3,0,1,4,110049,55,162610,16552,49368,206145,42771,45050,12836,19239,52623,462319,3368454,28,0
0,1997,110018,25,2,11000,4,2,0,490,0,3,2,2,2,110032,25,137472,25207,11970,87148,183719,13029,57149,50652,35414,222405,278771,8,0
0,1985,110078,19,3,19000,4,2,0,317,2,1,0,1,1,110078,19,158955,41190,47393,82077,184629,11250,22493,56766,193871,28789,1998125,15,0
2,1974,110057,54,2,23000,2,2,0,582,3,0,2,2,3,110034,54,45930,12177,21115,227520,235326,27846,17041,35622,225616,427493,1852098,32,0
2,1978,110015,37,2,7000,8,2,0,813,2,0,1,1,2,110095,37,174919,57436,56431,207725,83456,47445,37030,20322,72036,411768,730886,32,1
1,1981,110073,57,2,18000,9,0,0,472,0,0,1,2,4,110089,57,132206,10925,31968,119759,246217,38859,15051,47987,85298,461304,1442711,32,1
2,1990,110077,15,0,23000,6,0,0,756,1,0,1,2,1,110035,15,13393,42808,52271,112996,79931,18952,20335,22798,137975,408023,4794969,15,1
1,1997,110066,10,0,22000,2,1,1,776,2,1,1,2,4,110050,10,114091,25875,45377,126687,215996,12666,48662,42618,141839,296044,4603752,4,0
0,1974,110039,4,3,7000,5,1,2,777,1,3,2,0,1,110089,4,104651,20396,58500,241304,118903,52738,59986,11000,122948,79051,2001349,15,1
1,1969,110021,56,2,23000,1,2,2,412,1,3,2,1,1,110095,56,222928,24409,50021,94922,147212,48041,53655,39098,81142,69955,3565542,8,0
0,1952,110036,51,0,19000,2,0,0,521,1,3,0,1,2,110027,51,225862,36269,57961,60728,244513,39188,26841,10111,103551,121188,3291963,24,1
1,1961,110031,44,2,21000,5,2,0,545,3,1,2,2,2,110036,44,237752,31336,37535,190384,19332,25351,46038,18693,249191,365464,2277067,4,1
2,1982,110043,24,2,16000,1,2,0,576,2,3,0,2,2,110063,24,70013,23026,28092,225437,74890,18046,39939,11555,181315,16496,4855984,12,0
0,1972,110080,61,1,9000,1,0,0,615,1,2,2,1,3,110020,61,74667,44781,36009,159580,163112,59317,26129,31716,218996,240004,3709706,8,1
2,1962,110067,52,2,9000,7,0,2,402,1,0,2,0,2,110084,52,93398,17329,21812,19164,166232,13606,57252,13659,28528,350346,1427890,15,1
0,1972,110038,34,2,0,6,1,2,598,1,3,2,1,0,110050,34,48170,26939,13172,44102,149730,39560,29670,55010,135712,17831,4515009,28,1
1,1965,110087,10,3,20000,7,0,1,792,1,3,1,1,0,110047,10,181586,49333,37163,11570,41253,12987,30523,49101,192597,64263,3378367,10,0
2,1984,110084,29,2,17000,8,1,2,832,2,3,2,2,1,110029,29,113014,18937,15055,46162,122324,45005,30986,55218,37463,405013,2705647,4,0
0,1985,110065,13,1,10000,7,1,2,394,3,3,2,2,3,110090,13,152441,11962,19799,23964,144001,41077,19147,42534,110293,119391,381835,24,0
2,1953,110054,26,2,0,9,0,0,490,1,0,1,1,0,110044,26,91571,42784,29332,179715,82798,15479,47557,58583,112781,165711,3880277,20,0
2,1971,110092,55,0,17000,4,0,0,446,0,1,0,0,2,110045,55,136788,16954,26853,110016,227064,16936,38953,16783,127113,17859,1428267,10,0
1,1989,110084,47,3,9000,4,2,0,354,3,2,2,1,4,110094,47,69173,41866,48274,202060,195701,10396,13398,34906,197548,404483,2713873,15,0
1,1965,110100,26,1,21000,5,2,0,885,3,2,0,2,4,110022,26,191666,17942,57787,179320,162310,26496,16320,16943,227183,208538,1431775,15,1
2,1960,110085,4,3,14000,7,2,2,816,0,1,1,0,1,110001,4,46494,29137,41262,247065,11219,58306,28449,19687,95453,266447,4778434,8,1
1,1963,110080,61,3,17000,7,2,0,406,1,1,0,1,1,110061,61,166078,22133,50087,240426,136012,14133,13664,40992,89760,111398,4485619,32,1
2,1981,110058,11,3,8000,2,2,0,321,1,2,1,2,4,110042,11,39675,44479,18826,52788,90951,55121,23992,16078,204783,230654,1258339,24,1
2,1977,110095,0,1,18000,4,2,2,553,1,0,1,1,1,110069,0,183940,20980,46752,76639,112883,33895,22726,22523,76561,255016,2871537,28,0
2,1980,110075,6,0,11000,1,0,2,354,0,1,0,2,3,110037,6,129618,48575,40177,237583,147500,16944,27685,48763,189307,391860,3877752,10,1
2,1990,110040,57,2,11000,2,0,2,853,2,0,0,2,0,110038,57,92358,36200,31985,37180,218840,36017,34872,37747,73753,370492,2468480,15,0
2,1974,110098,55,3,6000,2,1,1,554,3,0,2,1,2,110021,55,100421,28530,53795,50897,220916,40127,17811,23186,110386,23222,595406,20,1
2,1981,110068,27,3,7000,6,2,0,676,3,0,0,0,0,110030,27,12146,40180,14849,156635,174510,21847,10679,37909,188143,321344,3662511,28,1
0,1989,110092,45,1,6000,4,1,2,703,1,0,2,0,4,110012,45,81722,48525,15781,15628,61060,31848,42438,41929,82799,420114,1368757,32,1
0,1966,110039,40,2,23000,9,0,1,404,1,0,2,0,2,110098,40,103913,49328,10832,137012,58931,40015,58532,19598,134322,445791,1008676,12,0
0,1965,110048,15,3,8000,1,1,0,520,1,0,0,0,0,110037,15,94603,25989,14081,31800,62437,51520,44670,54641,210606,45834,2405172,32,0
0,1996,110026,22,1,18000,7,0,0,823,0,3,1,1,4,110071,22,31801,54455,58372,235109,17403,19567,13565,59036,167681,342898,3730808,20,0
1,1965,110057,61,2,22000,7,1,0,536,1,1,2,2,0,110059,61,219519,43754,51275,236493,149850,16654,46437,46147,136632,44810,1883961,20,0
2,1975,110075,59,2,23000,7,1,2,626,0,1,2,1,1,110049,59,86518,59498,17724,117626,123117,26029,19690,24800,51299,23112,4870529,32,1
2,1970,110067,4,2,14000,4,0,0,890,1,0,1,0,2,110009,4,81295,20621,20809,210902,102319,48251,28174,39637,248803,383099,3937992,28,0
1,1998,110086,63,0,19000,7,1,1,516,3,3,1,1,3,110057,63,20131,29815,56402,184795,140753,36817,40228,33642,52213,176509,4214101,8,0
0,1978,110071,35,3,16000,6,0,2,611,2,0,2,1,4,110019,35,22240,22914,38721,21215,121208,25200,40561,52372,218035,176414,2155110,12,1
1,1987,110034,31,0,17000,6,0,1,562,1,2,1,2,2,110005,31,104092,39526,26141,115722,171037,40547,30498,55834,178188,39664,1720159,8,1
1,1971,110062,39,3,9000,2,0,1,424,0,2,2,2,1,110073,39,71724,20013,25303,212358,83907,43985,23633,49551,17555,56593,701749,10,0
1,1969,110013,48,1,8000,3,2,0,452,0,1,2,2,1,110034,48,103849,12147,44082,42835,161590,27032,37756,11488,156083,122798,3506067,32,0
1,1953,110043,48,3,18000,7,2,2,539,3,2,1,2,2,110045,48,48215,39351,34415,188871,215293,43405,45102,54611,189883,398473,577082,24,0
0,1960,110097,43,2,5000,0,0,1,323,0,0,1,2,2,110086,43,128782,48958,35208,75371,207586,54973,45626,25448,175388,189541,4346144,28,1
0,1981,110037,64,3,19000,3,1,0,542,3,0,0,0,2,110029,64,167557,22028,51367,179507,105350,12824,25093,46566,15207,341875,332390,8,0
2,1981,110091,3,1,14000,6,0,0,399,3,1,0,2,4,110023,3,45351,30364,20657,127626,77812,29284,37355,40740,10949,172446,4014447,20,1
1,1992,110037,18,0,19000,1,2,0,383,3,0,2,2,3,110088,18,203745,53247,54552,244716,54490,54236,51045,29318,222689,337141,4564551,8,1
1,1990,110073,13,3,15000,1,2,0,376,0,0,1,1,1,110072,13,105815,44697,50286,205365,151166,39085,43896,29632,36145,421687,3964828,12,0
2,1979,110037,43,0,15000,3,1,0,446,1,0,1,0,4,110097,43,217278,28358,20072,242657,105672,16387,30310,46197,132600,236303,2475112,32,1
2,1952,110005,42,0,20000,8,2,1,856,1,3,2,1,1,110048,42,127650,36037,45518,144154,38378,51437,41522,12097,173163,453352,4557835,4,1
2,1959,110079,49,1,12000,7,2,1,761,3,1,1,0,3,110020,49,188659,20029,18427,228760,62019,12208,42536,41792,241193,280981,2179564,8,0
2,1984,110089,25,3,6000,1,0,0,351,3,1,0,1,0,110011,25,211405,10446,15011,55876,139209,28237,41772,46835,218375,44547,4878870,20,1
0,1969,110020,16,1,16000,9,1,1,602,0,2,1,2,2,110009,16,108892,13706,22774,144067,235954,40536,54685,11242,129669,464250,2739329,4,0
0,1981,110082,11,2,23000,4,2,1,696,1,1,1,2,4,110074,11,47955,56890,28225,211904,64910,25567,31876,56696,241572,313358,4398060,15,0
2,1957,110004,30,1,10000,8,0,1,893,2,3,1,2,1,110065,30,56683,28310,21490,113573,75793,12066,39704,43323,26583,464929,2270435,24,1
1,1960,110006,54,2,16000,7,2,2,853,3,0,1,1,1,110056,54,144488,41664,46272,162369,135737,14543,14567,20679,177703,389788,4962246,20,1
2,1993,110092,47,0,20000,5,0,1,419,0,3,0,2,4,110067,47,179408,58400,53917,189055,145731,29799,36861,38136,27902,316986,540257,15,0
2,1971,110028,40,1,22000,8,1,2,630,0,2,2,1,4,110058,40,126823,27485,34498,134762,71673,46348,56509,17738,113222,326657,4428944,32,1
0,1978,110085,2,0,6000,1,0,0,785,3,1,1,2,4,110053,2,220942,20136,53214,204233,138440,51374,12773,19602,149398,213913,3548927,28,1
0,1998,110099,38,2,19000,4,2,1,771,3,0,1,2,2,110007,38,222552,31014,36262,107988,221426,33399,32581,49162,208914,225329,4789719,20,1
0,1962,110054,21,0,17000,4,0,1,780,0,1,2,1,2,110059,21,209267,25289,52653,199813,77944,57840,43105,43083,203403,213232,619722,8,1
1,1990,110005,65,3,12000,3,0,2,692,3,1,2,2,0,110025,65,74639,53211,31331,60531,153150,40683,40398,27356,32770,77434,1309885,24,1
2,1981,110033,42,0,8000,9,1,2,379,0,1,2,2,3,110049,42,176702,18383,49019,173502,234377,14595,40879,21402,184429,463819,3329582,12,1
0,1967,110092,54,1,10000,1,2,2,696,1,3,0,0,1,110019,54,134868,14602,52177,228646,240376,31357,46357,33223,243586,465819,1176201,24,1
0,1969,110060,37,1,21000,5,1,0,593,2,0,1,0,1,110062,37,125643,11434,59302,59440,87100,40857,57330,20837,49003,402028,4235317,15,0
0,1972,110005,22,0,16000,6,2,1,619,1,2,1,1,0,110058,22,205488,30031,21668,173959,143077,52491,41540,52541,102004,151045,2799585,24,1
2,1983,110012,31,0,11000,8,1,2,782,3,1,0,1,0,110010,31,202960,17226,11495,163572,105323,28876,27964,50239,38598,469690,4932297,8,1
0,1961,110053,27,3,16000,1,0,0,559,3,3,0,1,2,110069,27,160636,54633,21133,184758,28071,43912,57438,40900,126772,483156,4163400,28,0
2,1979,110017,12,0,21000,7,1,0,419,0,2,0,2,2,110036,12,220659,10276,48552,176420,100392,53545,28375,59399,206148,195652,234724,32,0
1,1977,110094,53,0,7000,3,0,1,308,0,0,0,1,1,110020,53,93673,58808,20959,116292,212039,37336,26961,39894,198039,382851,1444031,10,0
1,1957,110019,38,1,9000,7,2,0,346,3,0,1,1,2,110042,38,246253,30982,42176,100055,113173,23869,40998,58115,106864,494326,2863329,28,0
2,1954,110040,1,0,13000,7,2,2,504,1,2,2,1,2,110040,1,95557,51623,20926,156042,16618,26446,50709,25473,196398,58971,4570356,8,1
2,1997,110012,55,3,6000,2,0,1,323,3,3,0,1,3,110020,55,66234,52102,38411,192922,105936,11682,24334,20300,70178,430728,725478,15,1
1,1964,110054,59,0,21000,8,0,2,594,3,0,2,1,0,110045,59,199425,33756,15994,79436,78207,11805,35627,58340,136895,12202,1335828,10,1
1,1991,110011,52,2,14000,6,1,1,673,2,2,1,2,0,110040,52,184603,21510,23610,129633,65543,50258,39173,30868,40981,53863,3475144,12,1
1,1961,110065,65,1,19000,1,0,0,388,1,3,2,2,4,110011,65,140658,54223,17267,175298,51051,33190,40964,40400,180559,452224,3384377,24,0
1,1992,110063,51,0,23000,1,0,0,517,1,3,1,2,4,110040,51,112696,28160,39574,142716,93498,10752,48355,42123,92647,35374,3364585,24,1
2,1978,110029,9,1,8000,1,1,2,338,3,3,1,0,2,110004,9,129554,14282,33964,155627,143470,54532,21448,21783,13089,19451,3807095,8,0
0,1956,110096,5,1,19000,9,0,2,417,2,0,1,0,0,110044,5,58961,53904,38234,245586,75545,26095,46206,50639,241694,84374,4480029,10,1
1,1965,110092,25,3,0,5,0,0,812,1,2,2,2,0,110024,25,169733,30983,57756,169001,224757,23445,51381,14140,47450,364529,981110,24,1
2,1977,110070,28,0,8000,9,0,2,858,1,1,0,1,3,110089,28,216194,54953,30146,84192,92073,39539,58681,22439,122821,489232,2764673,28,0
0,1996,110094,1,3,13000,5,0,1,440,1,2,1,0,1,110014,1,10289,13340,50077,53593,97739,53951,25033,20313,152506,239209,3015455,15,0
1,1978,110018,24,1,22000,6,0,2,321,0,3,2,1,4,110077,24,192764,37852,18447,200184,60513,13728,49282,25075,149032,18223,4927575,32,0
1,1954,110089,21,2,17000,2,2,1,707,3,2,0,2,3,110065,21,229006,27190,54823,238819,67826,17022,46603,47608,23010,467374,858422,28,0
2,1951,110024,66,3,23000,0,0,1,839,1,2,0,1,0,110095,66,196725,27949,51569,94495,205797,13720,47976,16967,179630,27650,2241594,10,1
1,1996,110045,8,2,17000,5,1,2,719,2,0,1,2,2,110073,8,249109,54180,47934,226236,116516,54854,46483,25428,153394,51317,3737286,8,1
0,1988,110070,27,3,21000,6,1,1,786,3,0,1,0,4,110063,27,245159,15989,38879,132210,200232,38615,41249,37427,185308,462513,3369942,4,1
1,1986,110014,56,1,5000,7,0,1,747,0,3,0,1,2,110054,56,30303,53328,57404,81583,180041,31905,45013,15006,132075,315285,1091941,12,0
1,1988,110004,23,0,11000,3,2,0,528,2,2,2,1,4,110075,23,236244,17654,44708,84578,169403,40459,28536,53552,15854,239650,1567603,28,0
2,1956,110059,31,0,20000,8,2,2,434,3,2,1,1,3,110018,31,34525,40065,32810,83610,96298,55998,38627,27241,195565,363840,622640,20,0
2,1950,110069,50,0,23000,8,0,1,372,0,1,2,2,2,110015,50,111550,21103,16772,78156,13191,50638,40720,30065,249999,323804,769918,28,1
2,1971,110094,52,0,22000,2,2,2,420,2,0,1,0,2,110017,52,202304,53405,57044,23958,156112,22198,38781,26111,100554,21820,3218685,8,1
1,1985,110058,11,3,22000,4,0,1,757,1,1,0,1,0,110034,11,66871,42770,16932,189838,226584,28464,43658,22621,91315,277862,2374574,20,0
1,1951,110063,54,2,8000,4,0,2,389,3,0,1,0,3,110048,54,192215,27042,32662,137555,111590,45179,13797,50730,242679,232915,1817865,20,0
1,1964,110090,11,2,0,6,1,0,416,1,3,1,2,1,110083,11,143565,59675,37066,247028,248010,22872,44591,20580,82094,197369,2794291,20,0
2,1983,110088,51,3,7000,0,0,1,655,0,0,2,1,0,110034,51,138768,20214,27457,220762,138106,55967,10006,51748,190667,57371,4035929,28,1
1,1981,110078,24,2,5000,6,2,1,512,2,0,0,2,2,110077,24,47778,19612,49545,40714,189878,19103,17131,48508,59686,155437,2712221,8,1
0,1981,110054,57,3,12000,4,1,2,620,3,3,2,0,4,110095,57,66951,55252,20472,219260,195643,21316,10864,38925,157198,293118,2485817,15,0
2,1992,110088,61,1,10000,2,0,0,772,3,2,1,2,0,110022,61,14321,41849,37932,215052,162199,13909,43798,39893,170514,401080,1078453,28,1
2,1956,110003,32,0,23000,1,2,1,569,3,1,0,1,0,110018,32,99456,52652,50453,178462,166934,54250,10565,18208,158126,127552,3839490,8,0
0,1973,110027,39,3,20000,7,2,1,410,0,3,1,2,3,110040,39,131370,46652,20695,102933,17213,23771,47267,40146,158009,96680,1500973,8,0
1,1994,110099,23,2,16000,4,2,1,442,1,2,0,2,0,110021,23,77338,11280,14881,127655,236484,54583,39894,28532,76637,118063,4274955,32,1
0,1988,110048,61,1,8000,9,2,2,847,0,2,0,0,1,110049,61,116371,32257,34667,213454,63204,32696,17429,56136,227554,15999,305265,12,1
1,1978,110066,15,3,20000,6,1,2,655,0,1,1,0,3,110024,15,119794,25240,17851,55705,149906,37963,22487,38663,55647,463219,3073978,10,0
1,1952,110068,23,3,0,2,1,0,798,3,0,0,0,1,110012,23,124787,50668,37500,53218,206638,22684,39132,42970,156014,296235,4871766,4,1
2,1986,110089,54,3,11000,7,0,2,341,1,0,0,1,4,110085,54,104735,46065,56093,36526,76799,54330,27743,50644,140020,261047,3290583,32,1
2,1990,110038,54,1,18000,2,2,2,520,2,3,0,1,2,110053,54,169104,24501,52163,173219,222137,17921,22940,36245,47610,369996,1898865,15,0
0,1992,110097,14,2,18000,3,2,0,484,3,0,1,0,2,110049,14,64077,44800,36101,118928,227920,42747,32215,10402,190948,93761,3570966,32,1
0,1986,110019,46,3,11000,5,1,0,419,1,0,0,1,2,110011,46,59994,36831,51121,178840,105120,43072,13931,53518,229252,113457,2645945,15,1
0,1959,110038,25,0,15000,6,2,2,732,0,3,1,1,2,110090,25,43900,59601,58226,170673,164925,26507,49993,14725,238226,232456,192635,10,1
0,1982,110055,33,3,8000,9,2,0,634,0,1,1,0,4,110097,33,196701,57862,32865,145102,69758,52034,10459,48483,33979,30222,2628501,10,0
0,1955,110018,47,2,14000,1,1,1,690,1,1,2,2,4,110036,47,152740,25614,49448,19082,157964,54600,29946,58612,63341,139340,682439,28,1
0,1991,110045,2,3,8000,3,1,2,643,3,1,1,0,2,110076,2,245725,44628,13357,46885,83037,15279,23627,52712,133478,61530,744294,32,0
0,1970,110092,58,1,12000,3,1,2,782,3,0,1,0,2,110048,58,127161,40141,43509,129223,152331,28578,45072,12374,199737,144091,887866,20,0
1,1953,110023,33,1,22000,4,2,2,379,2,0,1,2,1,110008,33,170307,25393,43526,173202,189228,42125,43617,26601,134235,140666,2599489,15,1
2,1983,110029,54,3,20000,0,1,2,720,3,2,1,1,0,110009,54,206282,27403,50550,189844,190764,35366,32288,34438,244831,138547,830361,15,0
0,1980,110044,58,2,0,8,2,2,708,1,0,0,1,1,110082,58,141179,52218,34602,170041,76770,10329,22076,57078,22863,237905,1409497,32,0
2,1950,110006,55,2,6000,3,0,1,514,3,3,2,1,3,110014,55,45887,28058,53331,204640,205041,42791,47688,37487,172866,158722,4198194,20,1
0,1959,110020,27,3,22000,6,1,2,876,1,0,0,1,4,110028,27,137870,11745,57841,148959,92852,41635,17769,38723,43608,219256,3165939,15,1
2,1980,110073,26,0,15000,6,0,1,473,0,2,1,0,2,110083,26,40170,38816,19115,225568,85392,18491,23376,32714,66703,289807,2934481,24,1
2,1984,110090,26,3,0,8,0,0,431,1,2,2,2,1,110012,26,204100,58249,45759,63485,41874,48676,30368,51512,72854,97897,1380265,10,0
2,1956,110074,19,3,9000,4,1,1,406,1,1,0,2,1,110046,19,178450,18951,56974,68262,166301,17934,22913,20178,155469,438240,4402446,8,1
